run_index,run_order_seed,arm,direction,experiment_id,topology,fault_type,window_type,threshold,window_size,wait_duration,lambda_target,replicate,effective_horizon_nominal,matched_to_count_w,feasible,infeasible_reason
71,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,7,1600.0,,1,
180,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,8,1600.0,,1,
291,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,9,1600.0,,1,
224,20260811,null_control,,LIN-NUL-TIM-T50-W20-D15-L80,LINEAR,NONE,TIME_BASED,50,20,15,80,10,1600.0,,1,
195,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,1,100.0,,1,
277,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,2,100.0,,1,
148,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,3,100.0,,1,
56,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,4,100.0,,1,
42,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,5,100.0,,1,
6,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,6,100.0,,1,
150,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,7,100.0,,1,
25,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,8,100.0,,1,
90,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,9,100.0,,1,
48,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L20,LINEAR,NONE,TIME_BASED,50,5,15,20,10,100.0,,1,
247,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,1,400.0,,1,
141,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,2,400.0,,1,
23,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,3,400.0,,1,
135,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,4,400.0,,1,
167,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,5,400.0,,1,
241,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,6,400.0,,1,
91,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,7,400.0,,1,
240,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,8,400.0,,1,
61,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,9,400.0,,1,
128,20260811,null_control,,LIN-NUL-TIM-T50-W5-D15-L80,LINEAR,NONE,TIME_BASED,50,5,15,80,10,400.0,,1,
